date,Gross domestic product,Private industries,"Agriculture, forestry, fishing, and hunting",Farms,"Forestry, fishing, and related activities",Mining,Oil and gas extraction,"Mining, except oil and gas",Support activities for mining,Utilities,Construction,Manufacturing,Durable goods,Wood products,Nonmetallic mineral products,Primary metals,Fabricated metal products,Machinery,Computer and electronic products,"Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts",Other transportation equipment,Furniture and related products,Miscellaneous manufacturing,Nondurable goods,Food and beverage and tobacco products,Textile mills and textile product mills,Apparel and leather and allied products,Paper products,Printing and related support activities,Petroleum and coal products,Chemical products,Plastics and rubber products,Wholesale trade,Retail trade,Motor vehicle and parts dealers,Food and beverage stores,General merchandise stores,Other retail,Transportation and warehousing,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Other transportation and support activities,Warehousing and storage,Information,"Publishing industries, except internet (includes software)",Motion picture and sound recording industries,Broadcasting and telecommunications,"Data processing, internet publishing, and other information services","Finance, insurance, real estate, rental, and leasing",Finance and insurance,"Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Real estate and rental and leasing,Real estate,Housing,Other real estate,Rental and leasing services and lessors of intangible assets,Professional and business services,"Professional, scientific, and technical services",Legal services,Computer systems design and related services,"Miscellaneous professional, scientific, and technical services",Management of companies and enterprises,Administrative and waste management services,Administrative and support services,Waste management and remediation services,"Educational services, health care, and social assistance",Educational services,Health care and social assistance,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Arts, entertainment, recreation, accommodation, and food services","Arts, entertainment, and recreation","Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries",Accommodation and food services,Accommodation,Food services and drinking places,"Other services, except government",Government,Federal,General government,National defense,Nondefense,Government enterprises,State and local,Not allocated by industry1,Private goods-producing industries [1],Private services-producing industries [2],Information-communications-technology-producing industries 4,TTU,FIRE,Oth_Serv,GoodsTTU,Not allocated by industry<sup>1</sup>,Goods
2011-04-01,17035.1,14608.6,144.6,113.4,31.3,200.5,84.4,66.4,64.0,304.4,651.2,1973.3,1055.4,32.9,50.1,43.0,143.2,170.5,199.1,50.9,119.8,141.8,24.6,85.3,917.6,250.6,14.5,10.9,59.2,38.7,105.7,374.6,67.9,1008.5,926.8,122.1,169.1,145.9,503.2,529.0,106.5,40.3,15.8,143.7,39.3,25.9,116.0,43.1,687.2,165.5,86.5,317.4,118.3,3689.2,1322.4,693.8,233.9,405.3,19.8,2358.2,2199.3,1796.2,406.7,162.4,1975.2,1191.8,272.6,195.3,737.4,274.6,511.3,461.3,50.2,1486.4,245.6,1242.1,574.1,426.5,138.6,103.5,706.2,184.2,107.0,77.2,522.1,145.8,376.4,389.3,2460.6,774.3,716.7,436.5,279.8,58.4,1686.1,,2934.7,11673.8,,2768.7,4376.4,4528.699999999999,5703.4,-186.1,2934.7
2011-07-01,17031.3,14617.0,145.7,112.6,33.9,208.4,89.4,64.0,68.2,299.6,652.4,1955.4,1060.9,33.7,50.8,45.9,142.5,171.6,199.7,50.5,119.3,142.5,24.5,84.9,894.5,238.7,14.5,10.6,58.8,38.7,108.7,357.9,66.4,1003.7,918.0,122.3,163.9,147.2,497.1,522.3,101.0,40.4,17.6,143.9,39.4,24.2,114.0,43.2,685.1,166.1,85.6,314.0,120.1,3718.4,1362.9,704.4,271.4,405.2,5.6,2350.8,2194.0,1791.3,406.3,160.5,1979.3,1196.0,270.5,197.1,741.1,272.0,514.1,463.8,50.6,1490.1,243.6,1247.6,579.1,425.6,139.2,104.2,711.1,187.0,112.4,74.6,524.0,148.1,375.9,387.9,2448.0,771.8,716.1,436.7,279.0,56.5,1676.0,,2934.0,11683.3,,2743.6000000000004,4403.5,4536.199999999999,5677.6,-172.5,2934.0
2011-10-01,17222.6,14817.0,155.1,120.0,35.9,220.8,96.6,64.2,72.0,318.1,652.1,1971.0,1083.5,33.2,52.2,51.2,142.3,175.1,201.7,49.0,129.5,144.7,23.8,84.8,887.7,236.9,14.6,10.7,58.9,38.5,106.5,355.5,66.9,1051.2,935.3,126.8,164.6,154.4,501.5,526.0,98.4,42.5,19.4,143.7,41.0,26.1,114.0,42.4,686.8,168.0,85.2,314.8,119.2,3781.2,1388.0,717.4,287.4,406.7,2.1,2388.7,2223.9,1788.6,437.0,167.9,1987.0,1203.1,270.4,200.0,744.8,272.9,513.7,464.4,49.5,1491.4,242.6,1249.8,580.3,425.6,140.1,104.2,704.3,183.2,109.4,73.8,521.1,145.0,376.2,387.2,2441.6,773.9,717.4,438.0,278.9,57.3,1667.0,,2981.2,11835.4,,2830.6000000000004,4468.0,4536.799999999999,5811.8,-161.4,2981.2
2012-01-01,17367.0,14965.4,153.9,119.1,35.6,224.1,101.9,59.5,70.6,301.3,668.5,1989.9,1090.9,33.5,52.4,49.5,149.2,177.3,204.3,50.1,128.4,142.5,23.8,84.4,899.1,235.8,15.6,10.5,58.2,38.2,117.6,349.0,68.2,1039.5,937.7,132.8,158.3,140.6,515.2,531.4,99.0,42.0,18.9,145.2,41.7,27.3,112.9,45.5,686.3,168.0,82.5,320.6,114.9,3821.7,1457.2,751.5,294.2,429.4,11.3,2366.9,2201.5,1785.8,418.5,168.1,2041.1,1228.8,268.5,207.1,763.9,286.9,527.7,477.3,50.6,1510.3,245.8,1265.4,585.8,429.3,140.1,111.1,722.2,191.7,114.9,76.9,530.4,144.7,386.0,392.1,2435.1,774.6,718.2,435.9,281.9,57.2,1659.7,,3016.9,11947.6,,2809.9,4508.0,4629.700000000001,5826.8,-157.7,3016.9
2012-04-01,17444.5,15051.1,149.8,116.3,34.1,234.4,110.4,58.2,70.4,310.0,666.8,1981.5,1096.9,33.3,53.3,51.2,147.6,175.4,204.7,51.9,133.3,139.8,23.6,86.4,884.6,239.7,16.1,10.6,58.8,38.7,105.5,346.1,68.4,1063.2,918.1,132.3,156.9,126.9,511.2,530.1,95.0,42.4,16.7,145.3,41.7,30.9,112.0,46.8,697.3,178.8,80.5,327.4,109.7,3872.6,1493.8,758.2,332.4,423.4,23.4,2383.3,2212.1,1782.3,431.9,173.3,2058.1,1245.2,263.1,220.3,769.2,288.3,526.7,477.0,49.9,1507.7,246.9,1261.9,582.7,431.0,139.5,109.5,720.7,192.6,115.6,77.1,527.9,146.7,381.3,393.6,2424.4,771.9,716.9,433.9,282.7,55.8,1651.7,,3018.5,12033.2,,2821.4,4569.9,4641.9000000000015,5839.9,-164.7,3018.5
2012-07-01,17469.7,15074.2,141.4,108.7,34.1,233.1,111.4,56.6,68.1,309.5,665.2,1949.2,1090.5,33.3,53.6,54.7,146.2,171.3,205.7,52.1,128.2,138.3,23.8,85.0,859.1,245.3,16.2,10.4,58.7,39.1,86.7,345.3,68.7,1065.3,941.6,135.2,159.9,125.7,530.8,530.7,99.4,43.0,16.2,143.6,41.7,28.6,111.0,47.6,689.0,174.9,79.7,324.9,108.6,3918.8,1519.3,777.5,337.6,424.9,31.1,2405.0,2235.3,1783.4,453.2,172.2,2066.6,1245.5,256.3,229.2,764.8,294.1,528.9,479.8,49.2,1509.9,245.2,1265.6,583.1,434.0,139.7,109.9,720.5,192.8,115.7,77.1,527.5,148.0,379.5,395.6,2425.8,770.8,715.4,431.9,283.2,56.2,1654.3,,2973.2,12106.3,,2847.1000000000004,4607.8,4651.399999999999,5820.3,-189.7,2973.2
2012-10-01,17489.9,15093.1,137.7,105.4,33.8,237.3,114.6,57.0,67.8,304.2,680.3,1937.8,1096.6,33.9,54.1,58.5,146.4,168.1,206.2,53.8,131.4,137.6,24.0,83.6,842.2,233.8,16.6,10.5,58.2,39.4,82.1,345.0,69.8,1058.2,941.9,136.7,159.6,127.1,527.9,531.7,99.1,42.0,19.3,144.0,40.5,30.5,108.4,48.5,685.6,174.5,82.7,314.3,114.1,3894.9,1501.4,748.4,359.3,416.5,26.1,2398.0,2229.2,1780.8,449.6,171.4,2095.5,1255.5,260.0,235.0,764.8,309.8,530.8,481.6,49.3,1522.4,242.7,1280.4,595.4,434.4,141.1,110.1,732.2,196.1,117.5,78.6,535.9,150.1,385.9,396.9,2426.0,768.4,713.9,429.5,284.2,55.3,1657.1,,2975.1,12123.6,,2836.0,4580.5,4707.1,5811.1,-186.9,2975.1
2013-01-01,17662.4,15261.6,147.9,114.4,34.4,236.7,112.5,57.7,70.7,311.9,689.7,2010.9,1119.0,33.8,55.9,56.9,147.4,172.1,211.2,57.2,135.1,141.9,25.0,84.2,892.2,246.0,16.9,10.7,60.2,40.1,94.9,358.8,71.1,1073.8,975.0,146.8,159.7,130.2,546.1,543.6,101.8,42.2,22.4,146.9,41.5,30.0,111.2,48.9,743.0,187.5,82.0,346.2,126.7,3823.8,1388.4,706.8,310.6,389.5,25.8,2430.9,2254.5,1788.0,467.2,178.3,2077.1,1249.1,254.2,231.2,768.1,298.8,530.8,481.5,49.4,1532.2,240.6,1292.1,601.1,436.2,142.2,113.3,742.2,195.2,115.9,79.3,546.9,154.1,392.8,396.4,2425.7,765.0,712.5,428.6,283.7,53.3,1660.4,,3065.2,12196.6,,2904.2999999999997,4566.8,4725.500000000001,5969.5,-141.5,3065.2
2013-04-01,17709.7,15308.6,163.5,129.6,33.1,238.3,113.0,56.5,73.1,305.6,691.9,2019.7,1113.1,33.6,56.0,58.1,145.4,170.3,208.1,56.8,138.4,142.3,25.3,81.1,906.7,255.8,17.0,10.6,60.3,40.1,104.3,351.7,69.0,1070.8,971.8,149.5,163.7,131.2,534.7,540.7,101.2,41.3,23.1,146.5,40.8,29.6,110.3,49.4,751.5,184.4,84.1,350.6,131.9,3835.5,1393.4,703.8,317.1,388.2,31.1,2437.8,2266.7,1789.9,477.3,173.8,2082.5,1241.6,253.5,228.3,764.7,306.9,535.1,486.0,49.2,1535.8,240.6,1295.6,604.2,436.5,142.2,113.2,738.5,195.3,116.3,79.0,543.0,153.7,389.4,395.8,2423.6,759.5,709.5,427.1,282.1,50.8,1664.0,,3099.4,12207.2,,2888.8999999999996,4587.0,4731.300000000001,5988.299999999999,-127.9,3099.4
2013-07-01,17860.5,15467.6,166.6,132.5,33.3,241.7,112.2,60.4,76.1,302.3,704.8,2043.3,1123.0,35.0,57.1,58.4,145.7,170.7,208.9,57.3,140.5,144.0,25.9,82.2,920.4,254.1,17.3,10.4,60.0,39.9,117.3,351.1,68.4,1089.3,976.2,152.1,159.6,133.8,536.9,547.0,101.6,43.1,23.6,149.6,41.1,28.5,111.8,49.2,766.3,180.9,86.1,357.3,141.8,3870.3,1389.0,689.7,313.4,398.0,29.1,2475.5,2300.7,1799.6,501.2,177.5,2111.1,1255.0,255.5,230.6,773.8,315.3,541.6,492.5,49.2,1541.2,241.4,1300.3,605.8,436.9,143.2,115.0,740.2,195.4,115.8,79.7,544.6,154.6,390.0,398.3,2413.3,751.3,702.3,420.4,281.7,49.8,1662.0,,3142.1,12322.5,,2914.8,4636.6,4771.1,6056.9,-113.8,3142.1
2013-10-01,18016.1,15631.4,163.7,129.5,33.9,250.3,117.4,59.3,78.8,296.3,703.9,2046.8,1126.2,34.5,56.8,58.0,147.3,172.8,208.4,57.0,140.2,145.6,26.4,82.1,920.7,251.4,17.6,10.5,59.6,39.7,109.6,366.1,67.7,1103.4,989.6,155.9,163.9,135.1,540.7,559.6,108.2,44.2,24.1,152.0,41.6,28.2,111.8,51.0,790.2,179.8,83.9,365.5,160.9,3912.6,1430.0,710.4,294.7,430.0,40.1,2478.8,2302.5,1800.0,502.6,178.7,2136.5,1270.7,257.3,236.4,781.4,320.8,545.7,496.5,49.3,1551.0,244.2,1307.2,611.6,436.1,144.5,115.6,750.7,200.6,121.0,79.7,549.9,157.5,392.3,403.1,2403.5,741.8,694.0,420.0,273.6,48.7,1661.9,,3154.9,12475.3,,2948.9,4702.8,4823.599999999999,6103.8,-114.6,3154.9
2014-01-01,17954.0,15550.7,158.3,124.2,34.1,245.8,112.0,57.7,84.7,282.6,707.2,2011.8,1107.6,31.6,55.8,56.5,145.5,166.4,211.6,52.4,138.1,142.5,26.3,83.0,904.4,254.2,17.6,10.5,60.4,39.6,101.6,357.7,67.0,1089.6,992.4,155.0,164.5,134.5,544.9,558.4,107.2,43.2,22.3,154.5,41.9,28.3,110.7,51.5,770.9,190.1,84.0,348.1,149.3,3904.3,1440.8,708.9,271.1,456.4,67.3,2460.8,2292.2,1799.0,493.5,171.7,2153.0,1272.1,246.9,240.5,787.8,332.0,549.3,499.7,49.6,1549.3,241.8,1307.9,609.8,438.2,145.0,115.6,756.1,203.1,122.7,80.5,552.7,155.7,397.1,405.2,2419.0,749.1,703.5,420.8,282.5,46.6,1670.1,,3111.6,12440.1,,2923.0,4675.2,4841.900000000001,6034.6,-146.4,3111.6
2014-04-01,18185.9,15783.5,159.7,125.7,33.8,259.1,118.0,57.9,92.3,289.5,719.9,2052.1,1123.7,31.3,56.6,58.0,146.9,170.3,213.8,51.9,144.4,142.7,26.7,83.4,928.6,253.2,18.2,10.1,60.5,40.3,121.3,354.9,66.8,1115.3,1002.1,163.8,157.7,133.8,551.1,563.3,105.9,44.6,21.6,155.8,43.1,30.4,111.5,51.3,783.0,195.6,84.3,350.7,153.3,3948.8,1483.7,735.3,245.9,495.8,73.1,2463.9,2288.9,1793.3,495.8,177.4,2174.8,1290.3,250.7,243.2,799.6,327.2,558.1,507.2,51.0,1561.5,243.6,1318.2,614.0,441.5,145.9,117.6,767.1,204.8,123.9,81.0,562.0,156.4,405.8,414.3,2417.4,749.6,701.3,418.8,282.3,49.1,1667.9,,3183.6,12598.7,,2970.2,4731.8,4896.7,6153.799999999999,-132.9,3183.6
2014-07-01,18406.9,16009.5,158.7,123.9,35.0,273.2,128.0,56.6,94.0,300.3,721.9,2069.3,1146.8,30.3,56.8,57.3,150.2,171.5,221.4,53.3,149.1,147.8,27.3,83.9,922.6,253.5,18.2,9.9,61.3,40.4,118.8,348.4,69.5,1151.3,1018.3,168.1,160.8,141.0,552.3,578.0,106.8,46.0,21.4,160.7,45.2,34.7,113.0,51.2,791.1,195.5,85.1,352.4,159.1,3962.3,1486.5,727.6,232.8,516.7,73.5,2474.6,2291.4,1790.3,501.2,184.7,2220.9,1328.5,259.8,251.2,820.8,331.1,561.9,510.7,51.2,1582.5,245.3,1337.5,623.9,448.1,146.6,119.6,779.5,206.3,123.7,82.7,573.0,160.2,413.0,422.6,2412.9,749.4,698.7,415.7,282.8,51.4,1663.6,,3220.8,12788.3,,3047.8999999999996,4753.400000000001,4986.999999999999,6268.7,-118.9,3220.8
2014-10-01,18500.0,16099.6,159.3,124.1,35.4,291.5,146.9,54.5,88.7,298.5,735.9,2063.7,1142.6,30.4,56.9,55.8,150.3,165.4,224.0,54.6,147.3,149.1,28.0,82.7,921.3,258.7,17.9,9.8,61.5,40.0,117.3,342.4,71.4,1154.4,1015.4,170.3,159.9,133.7,555.1,579.2,105.9,46.4,20.6,163.2,44.1,35.0,113.4,51.4,802.4,193.2,85.3,363.8,160.6,3978.4,1511.0,724.6,244.4,532.3,59.3,2467.2,2277.6,1785.5,492.2,190.4,2233.1,1335.1,255.0,254.6,828.2,334.0,564.6,513.9,50.8,1596.2,244.7,1351.8,628.3,456.0,147.6,120.7,782.5,205.2,122.2,83.1,577.1,161.3,415.9,424.2,2411.9,748.3,695.9,413.1,282.7,52.9,1663.7,,3252.0,12846.4,,3047.5,4780.8,5018.099999999999,6299.5,-86.6,3252.0
2015-01-01,18666.6,16266.6,166.4,131.6,34.9,304.0,174.6,53.8,72.6,284.2,746.1,2078.3,1144.5,32.0,56.7,58.7,147.1,159.9,229.5,58.8,142.6,151.4,28.5,79.8,933.9,262.6,17.8,9.6,61.9,39.7,122.9,343.7,73.0,1171.2,1034.0,173.3,160.5,133.9,569.8,574.4,103.2,45.9,18.2,159.8,43.8,37.3,115.7,51.4,834.8,199.5,89.7,381.6,164.4,4002.7,1541.0,731.5,242.2,557.1,52.6,2462.3,2271.4,1782.2,489.4,191.7,2252.7,1347.7,257.7,261.5,830.7,339.0,566.3,515.6,50.8,1618.8,244.1,1374.8,644.2,462.3,147.7,121.0,787.8,201.0,118.7,82.3,586.8,167.7,419.0,424.7,2407.1,750.5,696.5,411.0,285.4,54.4,1656.6,,3295.4,12970.1,,3063.8,4837.5,5068.799999999999,6359.200000000001,-68,3295.4
2015-04-01,18782.2,16378.2,167.6,132.1,35.5,274.3,155.8,51.3,64.9,297.7,763.3,2067.3,1139.9,32.9,55.7,62.1,143.0,150.9,232.1,61.1,144.7,150.4,28.8,78.2,927.5,267.4,17.4,9.6,61.9,39.9,118.7,334.6,75.7,1185.4,1054.4,177.9,159.1,137.0,583.5,588.6,109.3,47.1,18.1,162.6,43.5,39.2,117.4,51.8,856.5,201.9,90.6,393.2,170.9,4025.2,1572.8,739.6,238.5,583.3,47.6,2454.0,2261.5,1781.7,480.2,193.1,2264.4,1359.5,258.2,269.9,832.9,340.1,565.0,513.4,51.6,1627.6,242.8,1384.9,651.1,464.8,147.9,121.4,793.8,199.4,117.6,81.8,594.6,171.0,423.5,425.7,2410.7,752.3,695.6,409.1,286.5,56.9,1658.5,,3270.7,13107.7,,3126.1,4881.7,5099.900000000001,6396.799999999999,-61.1,3270.7
2015-07-01,18857.4,16449.5,173.5,135.1,38.6,281.8,172.3,51.6,56.3,302.9,770.8,2068.6,1142.0,34.8,57.0,63.4,140.4,146.9,232.1,60.9,146.0,152.5,29.3,79.1,926.8,270.1,17.3,9.8,62.5,40.3,108.8,340.6,77.8,1186.8,1072.7,187.5,160.3,149.2,577.5,600.1,114.7,46.8,17.7,166.7,42.2,40.1,118.7,53.5,881.6,201.7,93.1,411.1,175.6,3973.8,1512.8,699.1,241.5,563.6,24.6,2460.7,2263.8,1783.4,480.9,197.3,2282.7,1374.2,261.8,274.4,839.6,341.1,567.5,516.5,51.0,1640.4,243.2,1397.2,659.0,468.7,148.5,121.3,800.3,200.1,117.3,82.8,600.3,172.7,427.6,422.9,2413.5,752.6,695.4,408.1,287.2,57.4,1660.9,,3292.1,13157.8,,3162.4999999999995,4855.400000000001,5139.899999999999,6454.599999999999,-35,3292.1
2015-10-01,18892.2,16482.0,178.9,140.5,38.3,283.6,183.8,51.0,49.0,302.9,777.4,2045.0,1133.1,34.6,56.5,66.5,136.5,141.1,235.2,59.4,145.2,148.7,28.9,81.1,912.1,265.0,17.3,9.7,62.3,40.8,99.4,341.9,77.2,1172.6,1078.6,192.2,155.5,147.8,584.1,601.2,119.3,44.9,16.9,164.5,42.0,40.7,118.3,54.7,909.7,204.1,94.4,428.2,182.7,3976.6,1513.1,687.9,259.8,561.1,9.3,2463.3,2264.1,1785.1,479.5,199.5,2288.5,1381.2,258.5,281.4,842.3,341.9,565.5,515.3,50.2,1650.7,246.2,1404.5,661.4,472.1,148.0,123.3,802.6,201.5,118.4,83.1,601.1,172.5,428.6,422.4,2412.9,754.2,696.2,407.6,288.6,58.1,1658.6,,3281.2,13201.5,,3155.3,4886.3,5159.900000000001,6436.5,-21.8,3281.2
2016-01-01,19001.7,16582.5,182.1,140.3,41.6,297.8,214.8,49.9,40.7,309.5,796.5,2049.9,1135.1,35.3,55.5,69.6,135.4,137.4,236.2,56.2,150.8,149.1,29.4,81.5,915.0,259.8,17.5,9.7,62.0,41.1,91.4,356.9,76.8,1157.0,1103.2,203.4,155.2,142.9,602.3,590.1,111.8,43.2,16.2,163.1,41.2,39.7,119.0,56.5,932.8,211.9,99.1,434.1,187.6,3971.0,1499.1,668.5,273.1,557.0,3.7,2471.5,2264.6,1785.3,479.7,207.0,2306.1,1402.2,268.8,289.4,845.1,341.2,562.7,513.9,48.8,1670.4,249.1,1421.4,675.6,473.8,148.2,124.0,803.7,203.3,119.2,84.1,600.5,170.2,430.3,423.6,2418.2,757.4,698.7,407.4,291.3,58.7,1660.8,,3318.4,13265.0,,3159.7999999999997,4903.8,5201.400000000001,6478.2,-24.8,3318.4
2016-04-01,19062.7,16638.8,181.3,145.3,36.2,257.5,178.4,48.8,33.7,313.0,795.9,2045.8,1128.4,34.8,55.2,67.0,135.5,135.8,235.6,55.4,150.6,147.1,28.9,83.4,917.6,256.9,17.6,9.7,61.5,40.9,98.8,355.5,76.6,1163.2,1111.9,210.9,155.0,139.5,606.8,602.6,122.6,42.2,15.2,163.9,41.4,41.1,119.9,56.3,938.7,213.0,94.0,437.0,194.5,4014.4,1528.5,672.9,277.3,576.5,3.2,2486.2,2276.8,1788.4,488.8,209.4,2307.6,1403.8,268.2,295.7,840.6,342.5,561.3,513.4,47.9,1682.0,250.7,1431.3,684.9,473.2,148.7,124.6,803.0,204.2,120.4,83.8,598.8,168.4,430.4,422.8,2424.5,759.9,699.8,406.8,292.9,60.2,1664.5,,3282.3,13356.3,,3190.7000000000003,4953.1,5212.499999999998,6473.0,-9.4,3282.3
2016-07-01,19197.9,16759.1,183.1,149.5,34.3,246.8,164.2,49.7,34.3,317.4,805.3,2058.8,1138.3,34.9,55.1,64.5,137.7,136.6,238.7,55.1,154.9,147.9,28.9,84.4,920.7,259.5,17.7,9.6,60.2,41.0,100.0,355.3,76.6,1181.0,1128.8,216.5,156.5,145.7,610.3,604.1,121.2,43.1,14.6,166.0,41.4,39.0,120.9,57.8,955.7,217.4,96.2,442.6,199.4,4043.2,1560.1,687.3,275.0,593.1,4.2,2483.7,2273.8,1786.9,487.1,209.9,2317.4,1405.4,266.6,299.5,839.7,346.1,566.0,518.0,48.0,1680.6,249.2,1431.4,683.9,474.3,148.0,125.3,811.4,206.9,123.5,83.4,604.5,169.2,435.3,425.1,2438.4,762.2,701.0,406.6,294.4,61.2,1676.2,,3296.7,13462.0,,3231.2999999999997,4998.9,5231.800000000001,6528.0,-2,3296.7
2016-10-01,19304.4,16862.2,179.6,140.4,38.9,244.3,156.7,50.8,37.2,314.4,819.8,2042.7,1139.8,35.7,55.5,64.8,138.3,136.0,242.5,54.3,153.7,145.7,29.1,84.5,902.7,258.7,17.7,9.7,58.7,40.9,95.8,341.7,77.0,1175.6,1144.4,221.7,158.6,148.5,615.6,618.4,125.9,43.8,13.6,168.9,42.0,39.7,124.4,60.0,964.5,221.5,95.1,444.6,203.4,4060.9,1579.4,701.3,273.1,598.5,5.6,2482.2,2274.1,1785.9,488.4,208.1,2351.2,1421.9,269.5,307.6,844.9,352.4,576.9,527.3,49.6,1697.2,250.0,1447.3,695.7,478.5,147.5,125.6,822.5,212.3,126.4,85.9,610.1,173.2,436.9,425.6,2442.7,763.2,700.9,405.9,295.0,62.3,1679.5,,3288.5,13573.0,,3252.8,5025.4,5294.800000000001,6541.3,2.4,3288.5
2017-01-01,19398.3,16953.3,183.0,144.7,38.2,248.6,153.6,51.7,43.2,307.9,836.1,2062.3,1152.3,36.6,57.2,61.0,141.0,141.0,242.6,56.4,155.7,146.9,29.0,85.1,909.8,271.2,17.6,9.5,56.7,40.5,95.3,338.8,77.9,1177.5,1151.7,226.2,159.4,148.9,617.2,627.0,125.6,44.7,13.9,175.8,42.5,39.8,124.7,60.0,985.5,228.4,99.2,450.4,207.6,4041.8,1543.4,682.0,275.1,576.6,10.1,2498.6,2290.8,1792.3,498.4,207.8,2376.3,1429.2,266.9,313.4,849.0,357.7,589.3,537.3,52.0,1703.9,246.7,1457.2,701.3,482.1,147.3,126.4,824.3,208.0,122.3,85.7,616.3,177.1,439.2,426.7,2448.0,764.6,701.6,405.5,296.0,63.0,1683.4,,3330.9,13622.1,,3264.1000000000004,5027.3,5330.7,6595.0,-0.5,3330.9
2017-04-01,19506.9,17056.6,178.6,140.9,37.8,265.2,159.6,53.8,51.7,314.4,833.2,2099.5,1166.1,35.8,58.3,59.0,144.0,145.9,243.7,57.9,158.5,148.7,28.7,85.6,933.4,274.1,17.2,9.4,55.8,40.1,126.9,334.5,77.2,1173.2,1167.2,234.3,161.4,149.7,621.9,633.5,126.9,44.5,13.5,178.8,42.9,39.3,124.6,63.0,998.5,233.5,95.9,457.0,212.1,4007.3,1490.2,642.2,274.1,564.7,9.2,2517.0,2305.9,1795.9,510.0,211.0,2413.5,1451.0,267.7,321.6,861.7,364.4,598.0,545.2,52.8,1713.4,245.1,1468.3,708.2,485.3,147.2,127.6,828.8,211.0,124.1,86.9,617.8,175.6,442.2,430.0,2450.8,764.9,701.0,404.9,296.1,63.9,1685.9,,3376.7,13680.0,,3288.3,5005.8,5385.900000000001,6665.0,-1.7,3376.7
2017-07-01,19660.8,17204.1,172.4,134.5,37.9,277.9,168.9,51.7,57.4,312.8,837.2,2111.6,1183.3,35.1,58.7,58.1,146.0,150.9,249.8,57.6,159.5,152.6,28.4,86.5,928.3,277.0,17.1,9.4,54.5,40.7,109.0,345.0,76.0,1173.1,1194.8,238.2,162.8,156.2,637.6,637.0,130.9,43.9,13.8,177.3,44.4,41.3,124.9,60.5,1019.6,240.7,96.6,469.4,212.9,4030.7,1502.4,642.4,287.4,566.7,5.3,2528.2,2314.8,1794.8,520.0,213.4,2446.3,1469.1,264.6,330.6,873.9,370.6,606.6,552.8,53.8,1720.0,245.1,1474.9,711.6,487.1,146.8,129.3,835.3,217.9,130.3,87.6,617.4,175.8,441.6,435.8,2457.8,767.2,702.3,405.6,296.7,64.8,1690.6,,3398.6,13805.7,,3317.7,5050.3,5437.7,6716.299999999999,-1.2,3398.6
2017-10-01,19882.4,17411.1,173.4,134.8,38.5,277.4,162.3,51.9,63.5,319.7,854.4,2165.5,1211.3,35.2,59.7,61.0,148.1,152.7,258.8,58.5,162.9,155.5,29.5,89.3,954.2,278.8,17.2,9.5,56.6,41.2,111.4,362.0,77.6,1180.9,1202.0,244.4,164.8,153.6,639.2,644.4,131.4,44.3,14.6,180.0,43.9,43.6,125.7,61.0,1036.5,241.4,99.2,471.7,224.1,4052.3,1496.0,628.8,297.1,567.6,2.7,2556.4,2339.5,1798.2,541.4,216.9,2498.4,1493.2,266.6,339.8,886.8,387.8,617.5,563.5,54.0,1730.5,245.4,1485.0,717.5,490.1,148.1,129.3,836.2,218.1,130.5,87.6,618.1,176.7,441.4,440.1,2466.8,769.2,703.7,406.4,297.3,65.5,1697.7,,3470.2,13940.9,,3347.0000000000005,5088.8,5505.099999999999,6817.200000000001,3.4,3470.2
2018-01-01,20044.1,17557.9,179.6,139.6,39.6,270.1,149.7,51.3,71.3,312.6,864.9,2189.1,1221.2,35.0,57.8,63.3,149.6,157.0,258.8,58.9,163.1,156.6,29.8,91.3,967.9,279.0,16.6,9.4,59.1,42.1,102.7,382.2,78.4,1184.5,1221.1,243.1,160.7,156.0,661.3,659.9,138.4,44.8,15.1,181.9,43.5,43.8,128.4,64.3,1036.7,244.5,96.6,477.6,217.7,4075.8,1476.7,631.7,273.2,570.8,1.4,2599.9,2376.1,1807.0,569.7,223.8,2532.5,1524.8,265.5,355.4,904.1,386.0,621.8,567.1,54.7,1752.9,248.6,1504.2,728.8,495.1,150.0,130.4,835.3,219.0,130.1,88.9,616.3,174.5,441.9,444.2,2472.7,769.1,704.1,406.2,297.9,65.0,1703.5,,3503.0,14054.8,,3378.1,5112.5,5564.199999999999,6881.1,6.9,3503.0
